Crop_Type,Soil_Type,Soil_pH,Temperature,Humidity,Wind_Speed,N,P,K,Crop_Yield,Soil_Quality,Acres_seeded
Soybean,Loamy,6.5,14.974846,80,10.46264321,63,60,55,43.74599936,59.33333333,45
Corn,Clay,6.25,16.22501032,80,2.52255718,72,55,40,47.5412517,48.70833333,21
Soybean,Sandy,6.75,12.92632834,80,11.6730983,45,40,33,17.23059099,34.41666667,24
Corn,Peaty,5.5,16.57429395,80,6.318764015,66,49.5,35,47.62195965,25.08333333,22
Barley,Peaty,5.5,10.80890161,80,10.00251186,55,45,35,4.582132648,22.5,55
Soybean,Peaty,5.5,16.78204217,80,11.73759066,49.5,45,38.5,35.23107616,22.16666667,28
Corn,Peaty,5.5,15.73099337,80,11.31889589,66,49.5,35,35.20322821,25.08333333,17
Barley,Peaty,5.5,12.2362788,80,16.29775855,55,45,35,12.79365963,22.5,81
Corn,Peaty,5.5,10.51317725,80,8.156259429,66,49.5,35,2.890132287,25.08333333,85
Rice,Peaty,5.5,17.41478278,80,6.013742419,71.5,54,38.5,17.8998897,27.33333333,38
Barley,Clay,6.25,16.90749108,80,11.6460362,60,50,40,52.22591298,43.75,23
Soybean,Peaty,5.5,18.23238164,80,10.8286449,49.5,45,38.5,48.04855244,22.16666667,60
Corn,Clay,6.25,20.07775279,79.92224721,9.905754937,72,55,40,85.32271687,48.70833333,31
Soybean,Peaty,5.5,22.10535216,77.89464784,7.934758617,49.5,45,38.5,45.40476421,22.16666667,55
Rice,Clay,6.25,24.517687,75.482313,8.266478428,78,60,44,78.84138345,53.08333333,57
Soybean,Clay,6.25,19.99872129,80,10.18293586,54,50,44,58.74324987,43.16666667,3
Soybean,Sandy,6.75,18.20692382,80,10.95692574,45,40,33,44.14667337,34.41666667,58
Corn,Peaty,5.5,15.03016544,80,8.042554087,66,49.5,35,31.67669213,25.08333333,27
Rice,Loamy,6.5,21.62426063,78.37573937,14.28006119,91,72,55,77.44423043,72.66666667,12
Soybean,Peaty,5.5,14.08752166,80,9.447703396,49.5,45,38.5,20.9692652,22.16666667,90
Soybean,Peaty,5.5,15.39995246,80,8.260230866,49.5,45,38.5,31.65960374,22.16666667,78
Corn,Loamy,6.5,24.03761743,75.96238257,13.88985743,84,66,50,58.08577854,66.66666667,61
Rice,Peaty,5.5,26.4416118,73.5583882,8.38109675,71.5,54,38.5,56.06999366,27.33333333,6
Barley,Loamy,6.5,23.98515562,76.01484438,9.721897505,70,60,50,48.78950755,60,20
Soybean,Peaty,5.5,13.702291,80,6.988423627,49.5,45,38.5,18.75368859,22.16666667,12
Corn,Sandy,6.75,10.19496999,80,9.390600398,60,44,30,1.297501498,39.08333333,85
Rice,Peaty,5.5,19.71868642,80,10.34344668,71.5,54,38.5,33.504217,27.33333333,31
Barley,Sandy,6.75,17.67926076,80,6.731764416,50,40,30,51.27952922,35,77
Corn,Sandy,6.75,13.07452712,80,8.900065004,60,44,30,20.09440433,39.08333333,59
Rice,Loamy,6.5,22.55154397,77.44845603,13.31825553,91,72,55,56.91945601,72.66666667,50
Soybean,Loamy,6.5,14.5323183,80,10.35251069,63,60,55,42.05369015,59.33333333,82
Corn,Sandy,6.75,21.98841618,78.01158382,6.938407487,60,44,30,51.34657564,39.08333333,15
Barley,Clay,6.25,14.61928487,80,12.23647948,60,50,40,34.58653401,43.75,53
Soybean,Loamy,6.5,16.15668827,80,10.60571012,63,60,55,66.19266529,59.33333333,2
Corn,Clay,6.25,13.34452552,80,7.372600787,72,55,40,24.15021932,48.70833333,79
Barley,Loamy,6.5,19.81427088,80,12.47200816,70,60,50,77.6369094,60,7
Soybean,Clay,6.25,13.24810235,80,9.667221076,54,50,44,23.82368294,43.16666667,86
Corn,Peaty,5.5,11.10464205,80,9.662782781,66,49.5,35,7.666549692,25.08333333,35
Soybean,Sandy,6.75,17.47776641,80,10.70681804,45,40,33,40.75173344,34.41666667,93
Corn,Clay,6.25,22.51816716,77.48183284,7.910150354,72,55,40,60.60804,48.70833333,17
Barley,Loamy,6.5,18.48803804,80,3.969675307,70,60,50,82.12748837,60,35
Soybean,Peaty,5.5,19.36130495,80,5.863584614,49.5,45,38.5,48.34881708,22.16666667,56
Corn,Sandy,6.75,15.34182981,80,11.6394922,60,44,30,35.82271773,39.08333333,22
Rice,Clay,6.25,17.63562662,80,10.61377086,78,60,44,22.67158204,53.08333333,10
Barley,Loamy,6.5,17.87861551,80,10.80868144,70,60,50,64.69092252,60,33
Corn,Clay,6.25,12.98002504,80,10.62847089,72,55,40,22.04115966,48.70833333,47
Rice,Loamy,6.5,16.36118513,80,17.56765598,91,72,55,13.29554462,72.66666667,1
Soybean,Clay,6.25,19.47996701,80,9.592292143,54,50,44,58.91779223,43.16666667,58
Barley,Peaty,5.5,13.28735117,80,7.686701143,55,45,35,18.45746535,22.5,58
Corn,Sandy,6.75,21.78356684,78.21643316,9.484066172,60,44,30,50.55926418,39.08333333,23
Corn,Clay,6.25,16.15035457,80,9.256108744,72,55,40,52.88566797,48.70833333,3
Rice,Clay,6.25,15.09097521,80,8.985902948,78,60,44,0.765735979,53.08333333,16
Barley,Clay,6.25,12.69182482,80,12.49040839,60,50,40,19.26132499,43.75,33
Soybean,Loamy,6.5,20.02343112,79.97656888,12.81730152,63,60,55,94.63128349,59.33333333,61
Corn,Loamy,6.5,14.19717309,80,5.643727188,84,66,50,40.88759295,66.66666667,31
Barley,Sandy,6.75,16.74937344,80,7.853538351,50,40,30,38.70643868,35,19
Soybean,Peaty,5.5,13.3414198,80,7.933169837,49.5,45,38.5,20.53657298,22.16666667,38
Corn,Clay,6.25,14.70416689,80,10.34007292,72,55,40,30.21173472,48.70833333,13
Barley,Peaty,5.5,13.51992695,80,4.538519007,55,45,35,23.36078817,22.5,33
Soybean,Clay,6.25,17.49362766,80,10.45270876,54,50,44,42.8838685,43.16666667,11
Corn,Clay,6.25,13.83614522,80,6.040944068,72,55,40,31.49773951,48.70833333,20
Rice,Peaty,5.5,15.96628722,80,9.122723736,71.5,54,38.5,6.634384416,27.33333333,57
Soybean,Sandy,6.75,10.25600425,80,13.4382054,45,40,33,1.244610865,34.41666667,50
Corn,Sandy,6.75,23.99188569,76.00811431,9.625831552,60,44,30,30.3766842,39.08333333,33
Barley,Clay,6.25,24.17606928,75.82393072,7.392447887,60,50,40,47.35355067,43.75,93
Soybean,Clay,6.25,12.4228479,80,3.641307953,54,50,44,16.54614824,43.16666667,77
Corn,Sandy,6.75,24.81230389,75.18769611,12.59798667,60,44,30,32.60493431,39.08333333,31
Rice,Sandy,6.75,15.17118134,80,11.70241432,65,48,33,0.928258736,42.58333333,50
Barley,Sandy,6.75,12.81633166,80,11.83510996,50,40,30,17.6225528,35,41
Corn,Peaty,5.5,13.88602532,80,7.846865797,66,49.5,35,25.40561063,25.08333333,22
Barley,Peaty,5.5,17.53345635,80,13.50454983,55,45,35,39.13548314,22.5,94
Barley,Loamy,6.5,13.68580685,80,5.829714559,70,60,50,37.16483145,60,11
Soybean,Clay,6.25,19.73310641,80,8.302535621,54,50,44,57.54380233,43.16666667,85
Rice,Peaty,5.5,15.47651112,80,7.436256338,71.5,54,38.5,2.797236729,27.33333333,12
Barley,Clay,6.25,12.67215699,80,11.22962119,60,50,40,20.80565084,43.75,8
Corn,Peaty,5.5,24.92788717,75.07211283,9.679927311,66,49.5,35,32.73968031,25.08333333,36
Barley,Loamy,6.5,10.11924463,80,8.875770112,70,60,50,1.325413671,60,23
Soybean,Clay,6.25,15.57916248,80,6.761318317,54,50,44,39.85393388,43.16666667,84
Corn,Peaty,5.5,15.90128241,80,8.6638899,66,49.5,35,31.647054,25.08333333,17
Soybean,Loamy,6.5,15.74074952,80,12.19174954,63,60,55,47.89729121,59.33333333,19
Corn,Loamy,6.5,13.90004159,80,12.79804627,84,66,50,43.65272042,66.66666667,37
Rice,Clay,6.25,16.08397571,80,13.34566476,78,60,44,8.439421128,53.08333333,56
Barley,Peaty,5.5,17.27178183,80,12.38148589,55,45,35,40.04040627,22.5,31
Corn,Clay,6.25,14.87771316,80,12.99065204,72,55,40,42.10138634,48.70833333,17
Barley,Sandy,6.75,21.4386553,78.5613447,9.875295877,50,40,30,46.02040262,35,9
Barley,Loamy,6.5,11.54449776,80,11.08846526,70,60,50,11.97642562,60,25
Soybean,Loamy,6.5,18.72902178,80,9.477299194,63,60,55,79.83963034,59.33333333,78
Corn,Sandy,6.75,14.6803706,80,9.159970929,60,44,30,29.06200289,39.08333333,55
Rice,Clay,6.25,15.08476944,80,12.17901493,78,60,44,0.661576,53.08333333,46
Corn,Sandy,6.75,20.94620096,79.05379904,8.685886342,60,44,30,48.93627897,39.08333333,63
Soybean,Peaty,5.5,12.74040787,80,6.317033084,49.5,45,38.5,13.85924012,22.16666667,100
Corn,Peaty,5.5,10.29468295,80,9.164167509,66,49.5,35,1.780368758,25.08333333,43
Barley,Sandy,6.75,10.58170031,80,12.49481352,50,40,30,3.569249569,35,1
Soybean,Clay,6.25,20.40404083,79.59595917,10.86739541,54,50,44,69.57894191,43.16666667,34
Corn,Sandy,6.75,12.71123783,80,9.092373348,60,44,30,14.98268619,39.08333333,17
Rice,Peaty,5.5,18.78978304,80,7.101456781,71.5,54,38.5,26.80314831,27.33333333,18
Soybean,Clay,6.25,13.63109562,80,11.87482819,54,50,44,22.5659735,43.16666667,34
Rice,Clay,6.25,17.81326796,80,8.73556866,78,60,44,24.65719754,53.08333333,23
Barley,Sandy,6.75,10.59629908,80,7.883992581,50,40,30,3.045673989,35,48
Soybean,Loamy,6.5,19.61616286,80,7.049460088,63,60,55,86.04890817,59.33333333,12
Corn,Peaty,5.5,12.11536426,80,7.122195135,66,49.5,35,13.8816934,25.08333333,79
Barley,Loamy,6.5,13.90757781,80,13.8193394,70,60,50,32.34106564,60,64
Corn,Clay,6.25,17.08678702,80,11.45870506,72,55,40,51.02447599,48.70833333,25
Rice,Sandy,6.75,16.77599419,80,11.13196499,65,48,33,11.40687224,42.58333333,51
Barley,Sandy,6.75,15.13416945,80,4.468298944,50,40,30,28.402517,35,21
Soybean,Clay,6.25,13.91071162,80,6.938540575,54,50,44,26.94917532,43.16666667,92
Barley,Loamy,6.5,17.02107122,80,10.37672982,70,60,50,61.77098478,60,43
Soybean,Clay,6.25,13.25847494,80,9.962555404,54,50,44,21.28699339,43.16666667,14
Corn,Clay,6.25,14.06277906,80,16.93891448,72,55,40,35.34421914,48.70833333,100
Rice,Sandy,6.75,15.28547906,80,11.57161463,65,48,33,1.907404105,42.58333333,22
Barley,Clay,6.25,11.33300053,80,7.949620072,60,50,40,7.921707319,43.75,34
Corn,Loamy,6.5,16.35054064,80,5.932302403,84,66,50,56.46598475,66.66666667,20
Barley,Loamy,6.5,15.76521802,80,14.64309801,70,60,50,55.90221842,60,9
Soybean,Loamy,6.5,11.82206535,80,9.022467041,63,60,55,18.13753119,59.33333333,73
Corn,Peaty,5.5,12.24697214,80,9.185092571,66,49.5,35,12.92468149,25.08333333,53
Soybean,Peaty,5.5,16.06355808,80,5.119077901,49.5,45,38.5,31.67710894,22.16666667,2
Corn,Peaty,5.5,19.7184945,80,6.574240723,66,49.5,35,64.4729164,25.08333333,16
Barley,Sandy,6.75,16.51771163,80,9.135892046,50,40,30,40.58372258,35,25
Soybean,Peaty,5.5,10.04483154,80,6.354592205,49.5,45,38.5,0.218913447,22.16666667,83
Corn,Clay,6.25,20.05456651,79.94543349,10.204886,72,55,40,75.31232963,48.70833333,69
Rice,Clay,6.25,16.93682036,80,10.38219906,78,60,44,18.27788142,53.08333333,3
Barley,Clay,6.25,23.50770293,76.49229707,9.2409979,60,50,40,55.13109057,43.75,35
Soybean,Peaty,5.5,11.94972121,80,10.15451594,49.5,45,38.5,11.82203405,22.16666667,96
Corn,Clay,6.25,21.55354975,78.44645025,10.29508814,72,55,40,61.67194497,48.70833333,80
Rice,Sandy,6.75,19.37336115,80,9.214582914,65,48,33,27.23607021,42.58333333,34
Corn,Loamy,6.5,21.29930627,78.70069373,5.326028542,84,66,50,81.83832481,66.66666667,76
Corn,Loamy,6.5,18.08598986,80,9.889703512,84,66,50,80.44620587,66.66666667,83
Rice,Sandy,6.75,17.19918973,80,8.14360874,65,48,33,16.55711325,42.58333333,25
Corn,Loamy,6.5,22.54554169,77.45445831,7.668507142,84,66,50,84.01288445,66.66666667,15
Rice,Loamy,6.5,21.69605268,78.30394732,8.314740965,91,72,55,78.6747531,72.66666667,30
Barley,Sandy,6.75,18.40604781,80,12.29618848,50,40,30,51.67635373,35,38
Soybean,Peaty,5.5,11.2754085,80,6.676629651,49.5,45,38.5,7.207207076,22.16666667,92
Barley,Clay,6.25,10.40767608,80,6.237843858,60,50,40,2.539412666,43.75,30
Corn,Clay,6.25,22.32089527,77.67910473,6.083054388,72,55,40,63.50724616,48.70833333,6
Barley,Sandy,6.75,17.07421452,80,6.996164298,50,40,30,39.47912951,35,98
Soybean,Peaty,5.5,26.93311651,73.06688349,11.26327613,49.5,45,38.5,14.62417777,22.16666667,76
Corn,Clay,6.25,29.1249474,70.8750526,11.10311861,72,55,40,7.518644403,48.70833333,57
Rice,Peaty,5.5,21.87813007,78.12186993,11.24650014,71.5,54,38.5,51.06806836,27.33333333,32
Soybean,Clay,6.25,26.32599827,73.67400173,5.32727311,54,50,44,26.04909388,43.16666667,25
Corn,Peaty,5.5,27.21021291,72.78978709,14.51410029,66,49.5,35,16.79465482,25.08333333,57
Soybean,Peaty,5.5,29.73499206,70.26500794,12.84938631,49.5,45,38.5,1.489729402,22.16666667,19
Corn,Clay,6.25,23.63495124,76.36504876,12.21161898,72,55,40,51.14271375,48.70833333,35
Rice,Sandy,6.75,32.06179378,67.93820622,4.833246208,65,48,33,19.28745788,42.58333333,29
Barley,Loamy,6.5,25.2207843,74.7792157,10.28026898,70,60,50,47.16582792,60,62
Soybean,Loamy,6.5,26.53739571,73.46260429,11.99707628,63,60,55,33.39278836,59.33333333,85
Corn,Loamy,6.5,23.54372856,76.45627144,12.45098615,84,66,50,65.38983057,66.66666667,44
Barley,Loamy,6.5,28.24841953,71.75158047,11.57992952,70,60,50,15.26735863,60,83
Barley,Clay,6.25,24.08450323,75.91549677,9.768679295,60,50,40,41.92329901,43.75,68
Soybean,Peaty,5.5,21.82126446,78.17873554,12.25916054,49.5,45,38.5,45.03434653,22.16666667,75
Barley,Peaty,5.5,25.95728649,74.04271351,9.015737834,55,45,35,23.81902332,22.5,5
Soybean,Peaty,5.5,26.16643858,73.83356142,9.299772141,49.5,45,38.5,21.32471879,22.16666667,54
Corn,Clay,6.25,24.74580989,75.25419011,8.157813269,72,55,40,35.09417424,48.70833333,56
Corn,Loamy,6.5,28.09907906,71.90092094,9.215203494,84,66,50,16.30916723,66.66666667,11
Barley,Clay,6.25,23.80753847,76.19246153,12.32686735,60,50,40,45.7159751,43.75,50
Soybean,Sandy,6.75,27.45560584,72.54439416,5.609472618,45,40,33,13.40132303,34.41666667,16
Rice,Sandy,6.75,31.23770085,68.76229915,10.93097292,65,48,33,26.10824924,42.58333333,34
Barley,Clay,6.25,21.8340923,78.1659077,16.66262373,60,50,40,57.3043702,43.75,86
Corn,Sandy,6.75,24.30614091,75.69385909,11.53931973,60,44,30,48.07576262,39.08333333,81
Barley,Clay,6.25,27.6835937,72.3164063,14.83041846,60,50,40,16.86219586,43.75,5
Soybean,Loamy,6.5,18.58440707,80,9.310433246,63,60,55,83.93045961,59.33333333,1
Barley,Sandy,6.75,28.30618703,71.69381297,13.07828393,50,40,30,10.24883189,35,7
Soybean,Peaty,5.5,17.47698201,80,11.25200048,49.5,45,38.5,38.65803982,22.16666667,87
Corn,Loamy,6.5,23.70556593,76.29443407,10.64228946,84,66,50,69.48980511,66.66666667,12
Barley,Clay,6.25,26.50898239,73.49101761,9.099170601,60,50,40,23.84581585,43.75,54
Barley,Peaty,5.5,15.77199381,80,10.83543831,55,45,35,34.55515982,22.5,2
Corn,Sandy,6.75,24.8233782,75.1766218,14.9940653,60,44,30,31.81526423,39.08333333,79
Rice,Sandy,6.75,15.42996814,80,17.39250627,65,48,33,3.570503801,42.58333333,31
Soybean,Loamy,6.5,14.63077929,80,5.964825624,63,60,55,37.3502004,59.33333333,11
Corn,Sandy,6.75,21.48865454,78.51134546,13.49257722,60,44,30,59.63242603,39.08333333,69
Barley,Loamy,6.5,19.45618036,80,8.892787506,70,60,50,77.06608178,60,76
Soybean,Clay,6.25,24.06133875,75.93866125,12.31499754,54,50,44,43.02068073,43.16666667,7
Corn,Sandy,6.75,26.30614995,73.69385005,11.52041398,60,44,30,22.8141157,39.08333333,5
Barley,Sandy,6.75,17.59855548,80,11.42379085,50,40,30,44.74590104,35,68
Soybean,Clay,6.25,14.17555406,80,9.038280142,54,50,44,32.01440844,43.16666667,59
Corn,Loamy,6.5,23.54478328,76.45521672,3.76500226,84,66,50,64.7156801,66.66666667,24
Barley,Sandy,6.75,21.8082127,78.1917873,10.26289039,50,40,30,48.20247448,35,14
Soybean,Sandy,6.75,24.47309082,75.52690918,9.548980591,45,40,33,34.87138021,34.41666667,6
Corn,Clay,6.25,28.20886025,71.79113975,9.301184476,72,55,40,12.39590872,48.70833333,93
Rice,Peaty,5.5,19.12486741,80,9.780256767,71.5,54,38.5,26.76452643,27.33333333,29
Barley,Loamy,6.5,26.91384984,73.08615016,10.93125783,70,60,50,26.24047286,60,58
Soybean,Loamy,6.5,22.64604539,77.35395461,11.7396702,63,60,55,63.03997115,59.33333333,79
Barley,Sandy,6.75,22.46425664,77.53574336,6.078802567,50,40,30,50.18719111,35,82
Soybean,Peaty,5.5,19.12164539,80,6.51788764,49.5,45,38.5,44.31402578,22.16666667,98
Rice,Peaty,5.5,25.31399094,74.68600906,13.1409062,71.5,54,38.5,63.95760416,27.33333333,17
Corn,Peaty,5.5,24.17584908,75.82415092,10.92912962,66,49.5,35,41.00448961,25.08333333,100
Soybean,Peaty,5.5,24.51392757,75.48607243,9.696125257,49.5,45,38.5,32.09252038,22.16666667,79
Corn,Clay,6.25,23.21913266,76.78086734,5.317371107,72,55,40,57.50299431,48.70833333,49
Rice,Sandy,6.75,19.17420404,80,10.85246537,65,48,33,32.90169536,42.58333333,38
Barley,Sandy,6.75,26.92514978,73.07485022,16.01683889,50,40,30,15.96245823,35,60
Soybean,Clay,6.25,13.74823386,80,12.3691143,54,50,44,24.69982968,43.16666667,6
Rice,Clay,6.25,17.00900958,80,11.75384584,78,60,44,17.86481509,53.08333333,15
Barley,Loamy,6.5,27.89255297,72.10744703,6.656037842,70,60,50,20.5305563,60,94
Soybean,Clay,6.25,25.39426878,74.60573122,10.82795848,54,50,44,35.7131618,43.16666667,24
Corn,Sandy,6.75,29.01044547,70.98955453,11.99698125,60,44,30,5.947883679,39.08333333,80
Barley,Peaty,5.5,13.46652769,80,12.30358316,55,45,35,19.75621108,22.5,68
Rice,Sandy,6.75,24.54179025,75.45820975,9.921336544,65,48,33,71.45686961,42.58333333,51
Barley,Loamy,6.5,23.35509515,76.64490485,6.854256976,70,60,50,57.62135497,60,17
Corn,Sandy,6.75,26.40732668,73.59267332,11.15343117,60,44,30,22.32256195,39.08333333,46
Barley,Loamy,6.5,21.02028051,78.97971949,8.093073982,70,60,50,92.60524314,60,22
Soybean,Loamy,6.5,25.32046335,74.67953665,12.82982207,63,60,55,37.57089024,59.33333333,11
Corn,Sandy,6.75,27.4588525,72.5411475,11.22829458,60,44,30,16.41579806,39.08333333,92
Rice,Peaty,5.5,17.55326767,80,8.719356699,71.5,54,38.5,14.3006026,27.33333333,47
Barley,Sandy,6.75,20.9457009,79.0542991,7.624062038,50,40,30,52.04168449,35,19
Barley,Sandy,6.75,21.95813437,78.04186563,8.144588962,50,40,30,52.38178949,35,34
Soybean,Clay,6.25,25.96634548,74.03365452,8.174790391,54,50,44,27.79360415,43.16666667,57
Corn,Loamy,6.5,25.52912081,74.47087919,7.126583279,84,66,50,44.56834994,66.66666667,1
Rice,Peaty,5.5,27.71648777,72.28351223,9.489270692,71.5,54,38.5,46.49988669,27.33333333,16
Barley,Sandy,6.75,27.98971471,72.01028529,12.03314118,50,40,30,11.36228077,35,77
Corn,Loamy,6.5,29.15013272,70.84986728,9.040650059,84,66,50,5.965318667,66.66666667,16
Soybean,Sandy,6.75,19.27504936,80,10.60999212,45,40,33,51.19599399,34.41666667,42
Rice,Peaty,5.5,22.49828373,77.50171627,7.646098042,71.5,54,38.5,48.99769798,27.33333333,52
Barley,Clay,6.25,21.86793237,78.13206763,14.65219347,60,50,40,62.10269275,43.75,60
Soybean,Sandy,6.75,16.86471372,80,4.315112775,45,40,33,40.02374681,34.41666667,53
Corn,Clay,6.25,15.37150975,80,8.487173481,72,55,40,45.19250429,48.70833333,54
Rice,Sandy,6.75,23.31173549,76.68826451,6.044458193,65,48,33,52.93430255,42.58333333,11
Corn,Sandy,6.75,19.49756955,80,8.463770291,60,44,30,50.34999386,39.08333333,62
Rice,Loamy,6.5,20.90758201,79.09241799,9.184799534,91,72,55,66.97441167,72.66666667,37
Corn,Clay,6.25,20.09027007,79.90972993,12.75701862,72,55,40,78.89434527,48.70833333,57
Rice,Loamy,6.5,20.17463586,79.82536414,5.937865288,91,72,55,55.50971484,72.66666667,16
Barley,Loamy,6.5,23.3161008,76.6838992,5.863616339,70,60,50,50.26786273,60,95
Soybean,Sandy,6.75,20.98361708,79.01638292,12.03581254,45,40,33,63.42788312,34.41666667,78
Rice,Sandy,6.75,24.20495862,75.79504138,8.175928673,65,48,33,62.23878512,42.58333333,46
Barley,Peaty,5.5,27.1832023,72.8167977,10.659111,55,45,35,12.35712109,22.5,82
Soybean,Loamy,6.5,20.3060174,79.6939826,12.19736303,63,60,55,84.26400635,59.33333333,10
Corn,Clay,6.25,23.06223265,76.93776735,12.32402536,72,55,40,51.82972657,48.70833333,68
Barley,Sandy,6.75,26.17503171,73.82496829,13.35406838,50,40,30,20.38913828,35,16
Soybean,Clay,6.25,27.79374038,72.20625962,3.172983652,54,50,44,12.96202403,43.16666667,40
Corn,Loamy,6.5,17.2751487,80,6.705689577,84,66,50,78.95095273,66.66666667,17
Soybean,Sandy,6.75,25.05128732,74.94871268,10.59689988,45,40,33,22.9065231,34.41666667,46
Corn,Loamy,6.5,27.02357399,72.97642601,11.57670467,84,66,50,33.55900209,66.66666667,35
Rice,Clay,6.25,23.71211337,76.28788663,14.46596892,78,60,44,69.81415268,53.08333333,16
Barley,Loamy,6.5,20.36507556,79.63492444,13.84354242,70,60,50,93.91634467,60,86
Soybean,Clay,6.25,24.08337632,75.91662368,3.459351767,54,50,44,45.26548816,43.16666667,81
Corn,Sandy,6.75,26.53319122,73.46680878,6.620907785,60,44,30,19.8487844,39.08333333,10
Rice,Sandy,6.75,30.38211056,69.61788944,10.63136396,65,48,33,28.44131243,42.58333333,17
Barley,Sandy,6.75,27.13723076,72.86276924,7.935477863,50,40,30,15.53042026,35,11
Soybean,Loamy,6.5,13.84905833,80,14.09260816,63,60,55,40.64213305,59.33333333,82
Soybean,Peaty,5.5,17.50736645,80,8.35497002,49.5,45,38.5,40.94377965,22.16666667,91
Barley,Clay,6.25,25.68370319,74.31629681,4.41446201,60,50,40,32.01736573,43.75,51
Soybean,Loamy,6.5,17.24835165,80,13.3526057,63,60,55,59.03338359,59.33333333,13
Corn,Clay,6.25,24.69137756,75.30862244,9.033134396,72,55,40,44.66489142,48.70833333,6
Rice,Loamy,6.5,22.9198588,77.0801412,5.133454081,91,72,55,77.1076865,72.66666667,39
Barley,Clay,6.25,23.32763185,76.67236815,6.723464139,60,50,40,48.03316095,43.75,35
Soybean,Clay,6.25,26.12236653,73.87763347,11.69742276,54,50,44,29.18177699,43.16666667,51
Rice,Loamy,6.5,29.92138195,70.07861805,8.435399889,91,72,55,48.78913538,72.66666667,30
Barley,Loamy,6.5,27.85786166,72.14213834,6.516504822,70,60,50,13.8561027,60,56
Soybean,Loamy,6.5,23.44079339,76.55920661,3.523076279,63,60,55,59.95375891,59.33333333,90
Corn,Peaty,5.5,27.68939947,72.31060053,7.737989207,66,49.5,35,13.98917818,25.08333333,29
Barley,Clay,6.25,26.00609177,73.99390823,6.770607547,60,50,40,30.68018774,43.75,35
Soybean,Loamy,6.5,21.4486212,78.5513788,9.487171053,63,60,55,72.44641154,59.33333333,85
Corn,Peaty,5.5,21.02874385,78.97125615,11.69192921,66,49.5,35,54.73251619,25.08333333,74
Rice,Sandy,6.75,16.56174375,80,10.84199722,65,48,33,10.99239256,42.58333333,32
Barley,Clay,6.25,26.6898898,73.3101102,5.918396954,60,50,40,20.76444289,43.75,86
Corn,Clay,6.25,29.72465962,70.27534038,10.57220551,72,55,40,2.228121472,48.70833333,85
Corn,Clay,6.25,28.02400759,71.97599241,6.639015078,72,55,40,15.92752475,48.70833333,18
Soybean,Clay,6.25,24.96716659,75.03283341,9.119367907,54,50,44,37.29540995,43.16666667,51
Corn,Clay,6.25,28.12224796,71.87775204,6.763678546,72,55,40,13.47784546,48.70833333,49
Rice,Loamy,6.5,23.51592933,76.48407067,11.34726876,91,72,55,92.84354347,72.66666667,19
Barley,Peaty,5.5,20.35552544,79.64447456,11.63996965,55,45,35,53.33040224,22.5,69
Corn,Sandy,6.75,28.64421823,71.35578177,12.86671324,60,44,30,8.717990543,39.08333333,92
Barley,Sandy,6.75,20.952856,79.047144,7.689544538,50,40,30,54.61912362,35,58
Soybean,Loamy,6.5,24.78923868,75.21076132,5.798957297,63,60,55,49.35014235,59.33333333,52
Corn,Loamy,6.5,27.91683286,72.08316714,14.69396362,84,66,50,21.61041082,66.66666667,60
Barley,Peaty,5.5,24.43054924,75.56945076,11.42399977,55,45,35,36.62381185,22.5,78
Soybean,Peaty,5.5,26.08001646,73.91998354,7.080157331,49.5,45,38.5,22.20109185,22.16666667,61
Corn,Loamy,6.5,22.54618507,77.45381493,7.98348555,84,66,50,73.66198938,66.66666667,44
Barley,Loamy,6.5,23.50038856,76.49961144,9.142031637,70,60,50,59.08291092,60,5
Corn,Clay,6.25,20.39737767,79.60262233,8.954826289,72,55,40,80.84150198,48.70833333,87
Rice,Peaty,5.5,17.23176948,80,12.43880951,71.5,54,38.5,15.36823696,27.33333333,48
Soybean,Peaty,5.5,20.42604516,79.57395484,12.6292998,49.5,45,38.5,41.23560685,22.16666667,4
Barley,Loamy,6.5,26.67476353,73.32523647,8.164388928,70,60,50,27.96959454,60,32
Soybean,Clay,6.25,22.0309709,77.9690291,7.937541273,54,50,44,57.84991399,43.16666667,74
Corn,Clay,6.25,22.54515857,77.45484143,9.634918559,72,55,40,56.36376939,48.70833333,27
Soybean,Sandy,6.75,21.7759262,78.2240738,10.26671098,45,40,33,46.41817708,34.41666667,1
Corn,Clay,6.25,27.42147815,72.57852185,12.17775219,72,55,40,15.89324912,48.70833333,15
Rice,Peaty,5.5,19.518076,80,10.74295293,71.5,54,38.5,30.68076089,27.33333333,51
Soybean,Peaty,5.5,29.29980171,70.70019829,10.85222485,49.5,45,38.5,2.849935711,22.16666667,10
Corn,Clay,6.25,26.77437343,73.22562657,9.353419207,72,55,40,19.88751982,48.70833333,100
Barley,Sandy,6.75,26.85391392,73.14608608,6.432266141,50,40,30,16.71926519,35,2
Soybean,Loamy,6.5,26.53600263,73.46399737,11.0039765,63,60,55,32.15361608,59.33333333,33
Corn,Loamy,6.5,19.36833894,80,12.36552198,84,66,50,99.15871364,66.66666667,50
Rice,Clay,6.25,30.79496824,69.20503176,9.695108224,78,60,44,30.94019382,53.08333333,22
Barley,Peaty,5.5,25.7889578,74.2110422,12.99548207,55,45,35,21.6311682,22.5,8
Soybean,Loamy,6.5,29.39988631,70.60011369,4.968895486,63,60,55,5.550165603,59.33333333,74
Corn,Sandy,6.75,28.81589286,71.18410714,5.200274131,60,44,30,7.315703575,39.08333333,52
